

A. Etwa 4 - 6 Sekunden.	Frage 5 (Basis)<br>Wie lang ist die Dauer eines langen Tons (<br><br><img src="q5_1.jpg"><br>A. Etwa 4 - 6 Sekunden.<br>B. Etwa 2 - 6 Sekunden.<br>C. Etwa 1 - 2 Sekunden.<br>D. Etwa 6 - 8 Sekunden.


A. Wenn es gleichzeitig mit Maschinenkraft fährt.	Frage 6 (Basis)<br>Wann gilt ein Fahrzeug unter Segel als Maschinenfahrzeug?<br>A. Wenn es gleichzeitig mit Maschinenkraft fährt.<br>B. Wenn es mit einer Antriebsmaschine ausgerüstet ist.<br>C. Wenn es durch das Segeln keine Fahrt durchs Wasser macht.<br>D. Wenn es durch das Segeln keine Fahrt über Grund macht.


A. Einen schwarzen Kegel, Spitze unten.	Frage 7 (Basis)<br>Welches Signal führt ein Fahrzeug unter Segel, das als Maschinenfahrzeug gilt, zusätzlich am Tage?<br>A. Einen schwarzen Kegel, Spitze unten.<br>B. Einen schwarzen Kegel, Spitze oben.<br>C. Einen schwarzen Rhombus.<br>D. Zwei schwarze Bälle senkrecht übereinander.


A. Die dem Wind zugekehrte Seite.	Frage 8 (Basis)<br>Welche Seite wird als Luvseite bezeichnet?<br>A. Die dem Wind zugekehrte Seite.<br>B. Die dem Wind abgewandte Seite.<br>C. Die Seite in Fahrtrichtung rechts.<br>D. Die Seite in Fahrtrichtung links.


A. Die dem Wind abgewandte Seite.	Frage 9 (Basis)<br>Welche Seite wird als Leeseite bezeichnet?<br>A. Die dem Wind abgewandte Seite.<br>B. Die dem Wind zugekehrte Seite.<br>C. Die Seite in Fahrtrichtung rechts.<br>D. Die Seite in Fahrtrichtung links.


A. Von Sonnenuntergang bis Sonnenaufgang und bei verminderter Sicht.	Frage 10 (Basis)<br>Wann müssen die Lichter von Fahrzeugen geführt oder gezeigt werden?<br>A. Von Sonnenuntergang bis Sonnenaufgang und bei verminderter Sicht.<br>B. Von Sonnenaufgang bis Sonnenuntergang und bei verminderter Sicht.<br>C. Von abends 18:00 Uhr bis morgens 06:00 Uhr und bei verminderter Sicht.<br>D. Bei Dunkelheit, schlechtem Wetter und verminderter Sicht.


A. Sie zeigt Fahrtrichtung und Lage eines Fahrzeugs an.	Frage 11 (Basis)<br>Wozu dient die Lichterführung?<br>A. Sie zeigt Fahrtrichtung und Lage eines Fahrzeugs an.<br>B. Sie zeigt Kurs und Geschwindigkeit eines Fahrzeugs an.<br>C. Sie zeigt Fahrtrichtung und Position eines Fahrzeugs an.<br>D. Sie zeigt Fahrtrichtung und Kurs eines Fahrzeugs an.


A. Eine Dreifarbenlaterne an oder nahe der Mastspitze.	Frage 12 (Basis)<br>Was für eine Laterne kann ein Segelfahrzeug von weniger als 20 m Länge anstelle der Seitenlichter und des Hecklichtes führen?<br>A. Eine Dreifarbenlaterne an oder nahe der Mastspitze.<br>B. Eine Zweifarbenlaterne an gut sichtbarer Stelle.<br>C. Eine Dreifarbenlaterne an gut sichtbarer Stelle.<br>D. Eine Zweifarbenlaterne an oder nahe der Mastspitze.


A. Die für ein Maschinenfahrzeug vorgeschriebenen Lichter.	Frage 13 (Basis)<br>Welche Lichter muss ein Fahrzeug unter Segel, das gleichzeitig mit Maschinenkraft fährt, führen?<br>A. Die für ein Maschinenfahrzeug vorgeschriebenen Lichter.<br>B. Die für ein Segelfahrzeug vorgeschriebenen Lichter.<br>C. Zwei rote Rundumlichter senkrecht übereinander.<br>D. Seitenlichter rot und grün und ein rotes Rundumlicht.


A. Jedes Fahrzeug muss seinen Kurs nach Steuerbord ändern.	Frage 14 (Basis)<br>Wie weichen zwei Motorboote aus, die sich auf entgegengesetzten Kursen nähern?<br>A. Jedes Fahrzeug muss seinen Kurs nach Steuerbord ändern.<br>B. Jedes Fahrzeug muss seinen Kurs nach Backbord ändern.<br>C. Es muss das luvwärtige Fahrzeug dem leewärtigen Fahrzeug ausweichen.<br>D. Es muss das leewärtige Fahrzeug dem luvwärtigen Fahrzeug ausweichen.


A. Dasjenige Fahrzeug muss ausweichen, welches das Andere an seiner Steuerbordseite hat.	Frage 15 (Basis)<br>Zwei Motorboote nähern sich auf kreuzenden Kursen. Es besteht die Gefahr eines Zusammenstoßes. Wer ist ausweichpflichtig?<br>A. Dasjenige Fahrzeug muss ausweichen, welches das Andere an seiner Steuerbordseite hat.<br>B. Dasjenige Fahrzeug muss ausweichen, welches das Andere an seiner Backbordseite hat.<br>C. Es muss das luvwärtige Fahrzeug dem leewärtigen Fahrzeug ausweichen.<br>D. Es muss das leewärtige Fahrzeug dem luvwärtigen Fahrzeug ausweichen.


A. Bleib-weg-Signal, Gefahrenbereich sofort verlassen.	Frage 16 (Basis)<br>Welche Bedeutung hat folgendes Schallsignal?
<br><br><img src="q16_1.jpg"><br>A. Bleib-weg-Signal, Gefahrenbereich sofort verlassen.<br>B. Allgemeines Gefahr- und Warnsignal.<br>C. Ankerlieger über 100 m Länge.<br>D. Manövrierbehinderter Schleppverband über 200 m Länge.


A. Überholverbot.	Frage 17 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q17_1.jpg"><br>A. Überholverbot.<br>B. Begegnungsverbot.<br>C. Überholverbot für Fahrzeuge unter 20 m Länge.<br>D. Begegnungsverbot für Fahrzeuge über 20 m Länge.


A. Begegnungsverbot an einer Engstelle.	Frage 18 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q18_1.jpg"><br>A. Begegnungsverbot an einer Engstelle.<br>B. Begegnungsverbot für Fahrzeuge über 12 m Länge.<br>C. Überholverbot; mit Gegenverkehr muss gerechnet werden.<br>D. Überholverbot für alle Fahrzeuge.


A. Sog und Wellenschlag vermeiden.	Frage 19 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q19_1.jpg"><br>A. Sog und Wellenschlag vermeiden.<br>B. Gefährdeter Strandbereich, Überspülungsgefahr; Mindestpassierabstand 100 m.<br>C. Wasserstraße, die jederzeit sicher befahren werden kann; keine Gefahr durch Seegang.<br>D. Wasserstraße, die nicht jederzeit sicher befahren werden kann; Gefahr durch Seegang.


A. Mindestabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.	Frage 20 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q20_1.jpg"><br>A. Mindestabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.<br>B. Maximalgeschwindigkeit in km/h, die auf der in Fahrtrichtung rechten Fahrwasserseite nicht überschritten werden darf.<br>C. Maximalabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.<br>D. Verengung des Fahrwassers auf 40 m.


A. Haltegebot vor beweglichen Brücken, Sperrwerken und Schleusen.	Frage 21 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q21_1.jpg"><br>A. Haltegebot vor beweglichen Brücken, Sperrwerken und Schleusen.<br>B. Dauernde Sperrung einer Teilstrecke der Wasserstraße.<br>C. Gebot zur Abgabe eines langen Signaltons.<br>D. Weiterfahrt für Sportfahrzeuge verboten.


A. Ankern verboten für alle Fahrzeuge.	Frage 22 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q22_1.jpg"><br>A. Ankern verboten für alle Fahrzeuge.<br>B. Ankern verboten für Kleinfahrzeuge unter 12 m Länge.<br>C. Ankern verboten für Kleinfahrzeuge ab 12 m Länge.<br>D. Ankern und Festmachen verboten.


A. Festmache- und Liegeverbot.	Frage 23 (Basis)<br>Welche Bedeutung haben folgende Tafelzeichen?
<br><br><img src="q23_1.jpg"><br><br><img src="q23_2.jpg"><br>A. Festmache- und Liegeverbot.<br>B. Festmache- und Liegeverbot für Sportboote.<br>C. Festmache- und Liegeverbot für Sportboote über 12 m Länge.<br>D. Festmache- und Liegeverbot für gewerbliche Schiffe.


A. Abgabe eines langen Tons.	Frage 24 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q24_1.jpg"><br>A. Abgabe eines langen Tons.<br>B. Abgabe eines kurzen Tons.<br>C. Abgabe von zwei langen Tönen.<br>D. Abgabe eines kurzen und eines langen Tons.


A. Wasserflächen, auf denen mit Wasserski oder Wassermotorrädern gefahren werden darf.	Frage 25 (Basis)<br>Welche Bedeutung haben folgende Tafelzeichen?
<br><br><img src="q25_1.jpg"><br><br><img src="q25_2.jpg"><br>A. Wasserflächen, auf denen mit Wasserski oder Wassermotorrädern gefahren werden darf.<br>B. Genehmigungspflichtige Übungsstrecke für das Fahren mit Wasserski oder Wassermotorrädern.<br>C. Fahren mit Wasserski oder Wassermotorrädern erlaubt. Wasserskiläufer und Wassermotorräder haben Vorfahrt.<br>D. Genehmigungsfreie Übungsstrecke für das Fahren mit Wasserski oder Wassermotorrädern.


A. Ende einer Gebots- oder Verbotsstrecke.	Frage 26 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q26_1.jpg"><br>A. Ende einer Gebots- oder Verbotsstrecke.<br>B. Streckenabschnitt für eine nicht frei fahrende Fähre.<br>C. Queren des Fahrwassers ist gestattet.<br>D. Wechseln der Fahrwasserseite ist gestattet.


A. Verbot der Durchfahrt und Sperrung der Schifffahrt.	Frage 27 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?
<br><br><img src="q27_1.jpg"><br>A. Verbot der Durchfahrt und Sperrung der Schifffahrt.<br>B. Verbot der Durchfahrt und Sperrung für Kleinfahrzeuge.<br>C. Verbot der Durchfahrt, jedoch für Kleinfahrzeuge ohne laufende Antriebsmaschine befahrbar.<br>D. Verbot der Durchfahrt, jedoch für Kleinfahrzeuge ohne Antriebsmaschine befahrbar.


A. Brücke, Sperrwerk oder Schleuse geschlossen.	Frage 28 (Basis)<br>Welche Bedeutung haben folgende Schifffahrtszeichen?
<br><br><img src="q28_1.jpg"><br>A. Brücke, Sperrwerk oder Schleuse geschlossen.<br>B. Anlage dauerhaft gesperrt.<br>C. Stoppsignal für alle Fahrzeuge.<br>D. Außergewöhnliche Schifffahrtsbehinderung.


A. Anlage dauerhaft gesperrt.	Frage 29 (Basis)<br>Welche Bedeutung haben folgende Schifffahrtszeichen?
<br><br><img src="q29_1.jpg"><br>A. Anlage dauerhaft gesperrt.<br>B. Brücke, Sperrwerk oder Schleuse geschlossen.<br>C. Stoppsignal für alle Fahrzeuge.<br>D. Außergewöhnliche Schifffahrtsbehinderung.


A. Einfahrt frei, Gegenverkehr gesperrt.	Frage 30 (Basis)<br>Was bedeuten diese Lichter vor einer Schleuse?
<br><br><img src="q30_1.jpg"><br>A. Einfahrt frei, Gegenverkehr gesperrt.<br>B. Einfahrt frei, Schleusentor öffnet.<br>C. Schleuse in Betrieb, auf Einfahrtsignal gemäß Reihenfolge warten.<br>D. Schleuse in Betrieb, auf Ausfahrtsignal gemäß Reihenfolge warten.


A. Die 10 goldenen Regeln für Wassersportler.	Frage 31 (Basis)<br>Welches Merkblatt enthält Hinweise für das Verhalten zum Schutz seltener Tiere und Pflanzen sowie zur Reinhaltung der Gewässer?<br>A. Die 10 goldenen Regeln für Wassersportler.<br>B. Die 15 goldenen Regeln für Wassersportler.<br>C. Die 10 Grundregeln für Wassersportler.<br>D. Die 15 Verhaltensregeln für Wassersportler.


A. Durch umweltbewusstes Verhalten und Beachtung der "Zehn goldenen Regeln für das Verhalten von Wassersportlern in der Natur".	Frage 32 (Basis)<br>Wie kann mitgeholfen werden, die Lebensmöglichkeiten der Pflanzen- und Tierwelt in Gewässern und Feuchtgebieten zu bewahren und zu fördern?<br>A. Durch umweltbewusstes Verhalten und Beachtung der "Zehn goldenen Regeln für das Verhalten von Wassersportlern in der Natur".<br>B. Durch umweltbewusstes Verhalten und Beachtung der "Zehn Grundregeln für den Wassersport".<br>C. Durch umsichtiges Verhalten und Beachtung der Verkehrsvorschriften.<br>D. Durch vorausschauendes Fahren und Ausweichen entsprechend der Verkehrsvorschriften.


A. Weil diese Zonen vielfach Rast- und Brutplätze besonders schutzwürdiger Vögel oder Fischlaichplätze sind.	Frage 33 (Basis)<br>Warum sollte man sich von Schilf- und Röhrichtzonen sowie von dicht bewachsenen Uferzonen möglichst weit fernhalten?<br>A. Weil diese Zonen vielfach Rast- und Brutplätze besonders schutzwürdiger Vögel oder Fischlaichplätze sind.<br>B. Weil in diesen Zonen die Gefahr von Grundberührungen besteht.<br>C. Weil durch die Pflanzen der Propeller blockiert werden könnte.<br>D. Weil in diesen Zonen badende Personen schwer zu erkennen sind.


A. Es kann durch dessen Bug- oder Heckwelle kentern oder durch den Sog mit dem Fahrzeug kollidieren.	Frage 34 (Basis)<br>Warum soll ein kleines Fahrzeug nicht dicht an ein großes in Fahrt befindliches Fahrzeug heranfahren?<br>A. Es kann durch dessen Bug- oder Heckwelle kentern oder durch den Sog mit dem Fahrzeug kollidieren.<br>B. Dichtes Heranfahren ist ein Verstoß gegen die Grundregeln für das Verhalten im Verkehr.<br>C. Da es dem großen in Fahrt befindlichen Fahrzeug sonst nicht ausweichen kann.<br>D. Es kann durch dessen Bug- oder Heckwelle Seeschlag erleiden.


A. Weil sich das Fahrzeug dabei sicherer manövrieren lässt.	Frage 35 (Basis)<br>Warum soll man möglichst gegen Strom und Wind anlegen?<br>A. Weil sich das Fahrzeug dabei sicherer manövrieren lässt.<br>B. Weil dadurch Sog und Wellenschlag vermieden wird.<br>C. Weil dadurch Einflüsse von Wellen und Wassertiefe ausgeglichen werden.<br>D. Weil dies die Steuerwirkung der Schraube erhöht.


A. Geschwindigkeit herabsetzen und ausreichenden Passierabstand halten.	Frage 36 (Basis)<br>Wie verhält man sich beim Begegnen mit anderen Fahrzeugen in einem engen Fahrwasser?<br>A. Geschwindigkeit herabsetzen und ausreichenden Passierabstand halten.<br>B. Geschwindigkeit erhöhen, um das Begegnungsmanöver zügig durchzuführen.<br>C. Das gegen den Strom fahrende Fahrzeug ist ausweichpflichtig.<br>D. Das mit dem Strom fahrende Fahrzeug hat aufzustoppen.


A. Das kleinere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.	Frage 37 (Basis)<br>Welche Gefahren können entstehen, wenn ein kleines von einem größeren Fahrzeug überholt wird?<br>A. Das kleinere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.<br>B. Das größere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.<br>C. Das kleinere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder kentern, in flachen Gewässern extrem versetzt werden.<br>D. Das größere Fahrzeug kann durch Wellenbildung aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.


A. Beim Umweltbundesamt.	Frage 38 (Basis)<br>Wo finden Sie Informationen über umweltfreundliche Farben, Lacke und Antifouling-Beschichtungen für Ihr Boot?<br>A. Beim Umweltbundesamt.<br>B. Beim Bundesministerium für Digitales und Verkehr.<br>C. In der Sportbootführerscheinverordnung.<br>D. In der Sportbootvermietungsverordnung.


A. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und sich die Ankerpeilung nicht ändert.	Frage 39 (Basis)<br>Woran kann man erkennen, ob der Anker hält?<br>A. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und sich die Ankerpeilung nicht ändert.<br>B. Wenn Ankerkette oder -leine nicht vibrieren und sich der anliegende Magnetkompasskurs nicht verändert.<br>C. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und das Fahrzeug nicht schwojt.<br>D. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und sich die Ankerpeilung ändert.


A. Ein möglichst spitzer Winkel.	Frage 40 (Basis)<br>Welches ist der günstigste Anlaufwinkel beim Anlegen?<br>A. Ein möglichst spitzer Winkel.<br>B. Ein Winkel von 90° bis 100°.<br>C. Ein möglichst stumpfer Winkel.<br>D. Ein Winkel von 60° bis 70°.


A. Das Heck dreht nach Backbord.	Frage 41 (Basis)<br>Wie verhält sich im Allgemeinen das Schiff im Rückwärtsgang bei einem rechtsdrehenden Propeller?<br>A. Das Heck dreht nach Backbord.<br>B. Das Heck dreht nach Steuerbord.<br>C. Der Kurs des Schiffes ändert sich nicht.<br>D. Der Bug dreht nach Backbord.


A. Unterbrechung von Zündkontakt bzw. Kraftstoffzufuhr.	Frage 42 (Basis)<br>Was bewirkt der Quickstopp?<br>A. Unterbrechung von Zündkontakt bzw. Kraftstoffzufuhr.<br>B. Automatisches Anlassen des Motors.<br>C. Kurze Unterbrechung des Motorlaufs.<br>D. Automatische Schubumkehr.


A. Mit Lappen aufnehmen und umweltgerecht entsorgen.	Frage 43 (Basis)<br>Was ist zu unternehmen, wenn Treibstoff oder Öl in die Bilge gelangt?<br>A. Mit Lappen aufnehmen und umweltgerecht entsorgen.<br>B. Räume lüften und abwarten.<br>C. Gleichmäßig verteilen.<br>D. Mit entsprechendem Mittel neutralisieren.


A. Von achtern gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.	Frage 44 (Basis)<br>Was ist unter einem rechtsdrehenden Propeller zu verstehen?<br>A. Von achtern gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.<br>B. Von vorne gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.<br>C. Von achtern gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>D. Von vorne gesehen in Rückwärtsfahrt Drehung des Propellers gegen den Uhrzeigersinn.


A. Von achtern gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.	Frage 45 (Basis)<br>Was ist unter einem linksdrehenden Propeller zu verstehen?<br>A. Von achtern gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>B. Von vorne gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>C. Von achtern gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.<br>D. Von vorne gesehen in Rückwärtsfahrt Drehung des Propellers im Uhrzeigersinn.


A. Das seitliche Versetzen des Hecks.	Frage 46 (Basis)<br>Was ist unter der indirekten Ruderwirkung (Radeffekt) des Propellers zu verstehen?<br>A. Das seitliche Versetzen des Hecks.<br>B. Das Versetzen nach vorne.<br>C. Das Versetzen nach hinten.<br>D. Das seitliche Versetzen des Bugs.


A. Sie hilft beim Manövrieren.	Frage 47 (Basis)<br>Weshalb ist die Kenntnis der Propellerdrehrichtung von Bedeutung?<br>A. Sie hilft beim Manövrieren.<br>B. Sie hilft beim Kurshalten.<br>C. Sie hilft beim Überholen.<br>D. Sie hilft beim Begegnen.


A. Die Backbordseite - der Radeffekt zieht das Fahrzeug an die Pier.	Frage 48 (Basis)<br>Welche Anlegeseite ist mit rechtsdrehendem Propeller empfehlenswert und warum?<br>A. Die Backbordseite - der Radeffekt zieht das Fahrzeug an die Pier.<br>B. Die Steuerbordseite - der Radeffekt zieht das Fahrzeug an die Pier.<br>C. Die Steuerbord- oder Backbordseite je nach Ruderlage.<br>D. Es gibt keine empfehlenswerte Anlegeseite.


A. Motor abstellen, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.	Frage 49 (Basis)<br>Was muss beim Tanken beachtet werden?<br>A. Motor abstellen, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>B. Motor in Leerlaufstellung, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>C. Fenster schließen, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>D. Motor abstellen, Feuerlöscher bereithalten, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.


A. Durch Schraubenstrom und Richtung des Propellers.	Frage 50 (Basis)<br>Wodurch wird bei einem Fahrzeug mit Außenbordmotor und ohne Ruderanlage die Ruderwirkung erzielt?<br>A. Durch Schraubenstrom und Richtung des Propellers.<br>B. Durch Schraubenstrom und Anstellwinkel des Propellers.<br>C. Durch den Schraubenwiderstand und Anstellwinkel des Propellers.<br>D. Durch den Schraubenwiderstand und Richtung des Propellers.


A. Weil sie erst mit Anströmung des Ruderblattes einsetzt.	Frage 51 (Basis)<br>Weshalb setzt bei einem Fahrzeug mit Einbaumaschine und starrer Welle bei Aufnahme der Rückwärtsfahrt die Ruderwirkung erst relativ spät ein?<br>A. Weil sie erst mit Anströmung des Ruderblattes einsetzt.<br>B. Weil sich durch den Radeffekt ein Unterdruck am Propeller entwickelt.<br>C. Durch den Abstand von Propeller und Ruderblatt.<br>D. Weil sich durch den Radeffekt ein Unterdruck am Ruder entwickelt.


A. Motortemperatur, Öldruck, Ladekontrolle.	Frage 52 (Basis)<br>Während der Fahrt sollte die Maschinenanlage ständig überwacht werden. Worauf muss besonders geachtet werden?<br>A. Motortemperatur, Öldruck, Ladekontrolle.<br>B. Kühlwasseraustritt, Drehzahlmesser, Keilriemenspannung.<br>C. Schraubendrehzahl, Getriebeöltemperatur, Öldruck.<br>D. Druck der Einspritzpumpe, Impellerpumpe, Ölpumpe.


A. Defektes Thermostat, defekte Impellerpumpe, geschlossenes Seeventil, zu niedriger Kühlwasserstand.	Frage 53 (Basis)<br>Die Temperatur der Antriebsmaschine überschreitet die zulässigen Grenzwerte. Was könnte die mögliche Ursache sein?<br>A. Defektes Thermostat, defekte Impellerpumpe, geschlossenes Seeventil, zu niedriger Kühlwasserstand.<br>B. Zu viel Motoröl, defekte Impellerpumpe, geschlossenes Seeventil, zu niedriger Kühlwasserstand.<br>C. Defektes Thermostat, defekte Impellerpumpe, geschlossenes Seeventil, zu hohe Batteriespannung.<br>D. Defektes Thermostat, defekte Kupplung, geschlossenes Seeventil, zu niedriger Kühlwasserstand.


A. Lichtmaschine bzw. Regler der Lichtmaschine defekt.	Frage 54 (Basis)<br>Die Ladekontrolllampe erlischt nach dem Starten nicht. Was könnte die mögliche Ursache sein?<br>A. Lichtmaschine bzw. Regler der Lichtmaschine defekt.<br>B. Zu hohe Motordrehzahl.<br>C. Keilriemen gerissen und hoher Stromverbrauch.<br>D. Anlasser ist nach dem Starten ausgefallen.


A. Druckschalter bzw. Öldruckpumpe defekt.	Frage 55 (Basis)<br>Die Ölkontrollleuchte leuchtet nach dem Starten weiter. Was könnte die mögliche Ursache sein?<br>A. Druckschalter bzw. Öldruckpumpe defekt.<br>B. Zu viel Motoröl im Motor.<br>C. FI-Schalter defekt.<br>D. Zu hohe Motordrehzahl.


A. Blockierter Propeller.	Frage 56 (Basis)<br>Der Motor ist gestartet worden. Was kann die Ursache sein, wenn nach dem Einkuppeln der Antriebswelle der Motor stehenbleibt?<br>A. Blockierter Propeller.<br>B. Blockierte Kraftstoffzufuhr.<br>C. Verschmutzter Ölfilter.<br>D. Verschmutzter Luftfilter.


A. Belüftungsschraube geschlossen; verstopfte Kraftstoffleitung.	Frage 57 (Basis)<br>Ein Außenborder mit gefülltem Tank bleibt während der Fahrt stehen. Was könnten die Ursachen sein?<br>A. Belüftungsschraube geschlossen; verstopfte Kraftstoffleitung.<br>B. Ansaugdüsen zu groß bzw. zu klein.<br>C. Tankdeckel ist offen.<br>D. Schraube an der Welle lose.


A. Nautische Publikationen wie „Sicherheit auf dem Wasser“ und „Sicher auf See".	Frage 58 (Basis)<br>Welche Veröffentlichungen enthalten wichtige Regeln und Tipps für Wassersportler, Empfehlungen zur Ausrüstung von Sportbooten sowie Hinweise zu umweltgerechtem Verhalten auf dem Wasser?<br>A. Nautische Publikationen wie „Sicherheit auf dem Wasser“ und „Sicher auf See".<br>B. Verordnung über die Sicherung der Seefahrt und nautische Publikationen wie „Sicher auf See".<br>C. Nautische Publikation wie „Sicherheit auf dem Wasser“ und Internationales Signalbuch.<br>D. Internationales Signalbuch und Verordnung über die Sicherung der Seefahrt.


A. Die Antriebsleistung beträgt höchstens 7,5 Kilowatt Betriebsart S1 (Dauerbetrieb).	Frage 59 (Basis)<br>Unter welchen Voraussetzungen darf ein Sportboot mit Elektromotor ohne Fahrerlaubnis geführt werden?<br>A. Die Antriebsleistung beträgt höchstens 7,5 Kilowatt Betriebsart S1 (Dauerbetrieb).<br>B. Es darf immer ohne Fahrerlaubnis geführt werden, unabhängig von der Antriebsleistung.<br>C. Bis zu einer Antriebsleistung von 11,03 Kilowatt Betriebsart S1 (Dauerbetrieb).<br>D. Es darf nie ohne Fahrerlaubnis geführt werden, unabhängig von der Antriebsleistung.


