Frage 11 (Basis)<br>Wozu dient die Lichterführung?<br><br>A. Sie zeigt Kurs und Geschwindigkeit eines Fahrzeugs an.<br>B. Sie zeigt Fahrtrichtung und Position eines Fahrzeugs an.<br>C. Sie zeigt Fahrtrichtung und Kurs eines Fahrzeugs an.<br>D. Sie zeigt Fahrtrichtung und Lage eines Fahrzeugs an.<br>	D. Sie zeigt Fahrtrichtung und Lage eines Fahrzeugs an.
Frage 12 (Basis)<br>Was für eine Laterne kann ein Segelfahrzeug von weniger als 20 m Länge anstelle der Seitenlichter und des Hecklichtes führen?<br><br>A. Eine Zweifarbenlaterne an oder nahe der Mastspitze.<br>B. Eine Zweifarbenlaterne an gut sichtbarer Stelle.<br>C. Eine Dreifarbenlaterne an gut sichtbarer Stelle.<br>D. Eine Dreifarbenlaterne an oder nahe der Mastspitze.<br>	D. Eine Dreifarbenlaterne an oder nahe der Mastspitze.
Frage 13 (Basis)<br>Welche Lichter muss ein Fahrzeug unter Segel, das gleichzeitig mit Maschinenkraft fährt, führen?<br><br>A. Zwei rote Rundumlichter senkrecht übereinander.<br>B. Die für ein Segelfahrzeug vorgeschriebenen Lichter.<br>C. Die für ein Maschinenfahrzeug vorgeschriebenen Lichter.<br>D. Seitenlichter rot und grün und ein rotes Rundumlicht.<br>	C. Die für ein Maschinenfahrzeug vorgeschriebenen Lichter.
Frage 14 (Basis)<br>Wie weichen zwei Motorboote aus, die sich auf entgegengesetzten Kursen nähern?<br><br>A. Es muss das leewärtige Fahrzeug dem luvwärtigen Fahrzeug ausweichen.<br>B. Jedes Fahrzeug muss seinen Kurs nach Steuerbord ändern.<br>C. Es muss das luvwärtige Fahrzeug dem leewärtigen Fahrzeug ausweichen.<br>D. Jedes Fahrzeug muss seinen Kurs nach Backbord ändern.<br>	B. Jedes Fahrzeug muss seinen Kurs nach Steuerbord ändern.
Frage 15 (Basis)<br>Zwei Motorboote nähern sich auf kreuzenden Kursen. Es besteht die Gefahr eines Zusammenstoßes. Wer ist ausweichpflichtig?<br><br>A. Dasjenige Fahrzeug muss ausweichen, welches das Andere an seiner Backbordseite hat.<br>B. Es muss das leewärtige Fahrzeug dem luvwärtigen Fahrzeug ausweichen.<br>C. Dasjenige Fahrzeug muss ausweichen, welches das Andere an seiner Steuerbordseite hat.<br>D. Es muss das luvwärtige Fahrzeug dem leewärtigen Fahrzeug ausweichen.<br>	C. Dasjenige Fahrzeug muss ausweichen, welches das Andere an seiner Steuerbordseite hat.
Frage 16 (Basis)<br>Welche Bedeutung hat folgendes Schallsignal?<br><img src="q16_1.jpg"><br><br>A. Allgemeines Gefahr- und Warnsignal.<br>B. Manövrierbehinderter Schleppverband über 200 m Länge.<br>C. Ankerlieger über 100 m Länge.<br>D. Bleib-weg-Signal, Gefahrenbereich sofort verlassen.<br>	D. Bleib-weg-Signal, Gefahrenbereich sofort verlassen.
Frage 17 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q17_1.jpg"><br><br>A. Begegnungsverbot.<br>B. Begegnungsverbot für Fahrzeuge über 20 m Länge.<br>C. Überholverbot.<br>D. Überholverbot für Fahrzeuge unter 20 m Länge.<br>	C. Überholverbot.
Frage 18 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q18_1.jpg"><br><br>A. Begegnungsverbot für Fahrzeuge über 12 m Länge.<br>B. Überholverbot für alle Fahrzeuge.<br>C. Überholverbot; mit Gegenverkehr muss gerechnet werden.<br>D. Begegnungsverbot an einer Engstelle.<br>	D. Begegnungsverbot an einer Engstelle.
Frage 19 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q19_1.jpg"><br><br>A. Wasserstraße, die jederzeit sicher befahren werden kann; keine Gefahr durch Seegang.<br>B. Wasserstraße, die nicht jederzeit sicher befahren werden kann; Gefahr durch Seegang.<br>C. Gefährdeter Strandbereich, Überspülungsgefahr; Mindestpassierabstand 100 m.<br>D. Sog und Wellenschlag vermeiden.<br>	D. Sog und Wellenschlag vermeiden.
Frage 20 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q20_1.jpg"><br><br>A. Maximalabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.<br>B. Verengung des Fahrwassers auf 40 m.<br>C. Maximalgeschwindigkeit in km/h, die auf der in Fahrtrichtung rechten Fahrwasserseite nicht überschritten werden darf.<br>D. Mindestabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.<br>	D. Mindestabstand in Metern, der in der nachfolgenden Strecke vom Aufstellungsort der Tafel an eingehalten werden muss.
Frage 21 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q21_1.jpg"><br><br>A. Weiterfahrt für Sportfahrzeuge verboten.<br>B. Gebot zur Abgabe eines langen Signaltons.<br>C. Haltegebot vor beweglichen Brücken, Sperrwerken und Schleusen.<br>D. Dauernde Sperrung einer Teilstrecke der Wasserstraße.<br>	C. Haltegebot vor beweglichen Brücken, Sperrwerken und Schleusen.
Frage 22 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q22_1.jpg"><br><br>A. Ankern und Festmachen verboten.<br>B. Ankern verboten für alle Fahrzeuge.<br>C. Ankern verboten für Kleinfahrzeuge unter 12 m Länge.<br>D. Ankern verboten für Kleinfahrzeuge ab 12 m Länge.<br>	B. Ankern verboten für alle Fahrzeuge.
Frage 23 (Basis)<br>Welche Bedeutung haben folgende Tafelzeichen?<br><img src="q23_1.jpg"><br><img src="q23_2.jpg"><br><br>A. Festmache- und Liegeverbot für gewerbliche Schiffe.<br>B. Festmache- und Liegeverbot.<br>C. Festmache- und Liegeverbot für Sportboote über 12 m Länge.<br>D. Festmache- und Liegeverbot für Sportboote.<br>	B. Festmache- und Liegeverbot.
Frage 24 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q24_1.jpg"><br><br>A. Abgabe eines kurzen und eines langen Tons.<br>B. Abgabe von zwei langen Tönen.<br>C. Abgabe eines langen Tons.<br>D. Abgabe eines kurzen Tons.<br>	C. Abgabe eines langen Tons.
Frage 25 (Basis)<br>Welche Bedeutung haben folgende Tafelzeichen?<br><img src="q25_1.jpg"><br><img src="q25_2.jpg"><br><br>A. Genehmigungsfreie Übungsstrecke für das Fahren mit Wasserski oder Wassermotorrädern.<br>B. Genehmigungspflichtige Übungsstrecke für das Fahren mit Wasserski oder Wassermotorrädern.<br>C. Wasserflächen, auf denen mit Wasserski oder Wassermotorrädern gefahren werden darf.<br>D. Fahren mit Wasserski oder Wassermotorrädern erlaubt. Wasserskiläufer und Wassermotorräder haben Vorfahrt.<br>	C. Wasserflächen, auf denen mit Wasserski oder Wassermotorrädern gefahren werden darf.
Frage 26 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q26_1.jpg"><br><br>A. Wechseln der Fahrwasserseite ist gestattet.<br>B. Ende einer Gebots- oder Verbotsstrecke.<br>C. Queren des Fahrwassers ist gestattet.<br>D. Streckenabschnitt für eine nicht frei fahrende Fähre.<br>	B. Ende einer Gebots- oder Verbotsstrecke.
Frage 27 (Basis)<br>Welche Bedeutung hat folgendes Tafelzeichen?<br><img src="q27_1.jpg"><br><br>A. Verbot der Durchfahrt, jedoch für Kleinfahrzeuge ohne laufende Antriebsmaschine befahrbar.<br>B. Verbot der Durchfahrt und Sperrung für Kleinfahrzeuge.<br>C. Verbot der Durchfahrt und Sperrung der Schifffahrt.<br>D. Verbot der Durchfahrt, jedoch für Kleinfahrzeuge ohne Antriebsmaschine befahrbar.<br>	C. Verbot der Durchfahrt und Sperrung der Schifffahrt.
Frage 28 (Basis)<br>Welche Bedeutung haben folgende Schifffahrtszeichen?<br><img src="q28_1.jpg"><br><br>A. Stoppsignal für alle Fahrzeuge.<br>B. Außergewöhnliche Schifffahrtsbehinderung.<br>C. Brücke, Sperrwerk oder Schleuse geschlossen.<br>D. Anlage dauerhaft gesperrt.<br>	C. Brücke, Sperrwerk oder Schleuse geschlossen.
Frage 29 (Basis)<br>Welche Bedeutung haben folgende Schifffahrtszeichen?<br><img src="q29_1.jpg"><br><br>A. Brücke, Sperrwerk oder Schleuse geschlossen.<br>B. Außergewöhnliche Schifffahrtsbehinderung.<br>C. Stoppsignal für alle Fahrzeuge.<br>D. Anlage dauerhaft gesperrt.<br>	D. Anlage dauerhaft gesperrt.
Frage 30 (Basis)<br>Was bedeuten diese Lichter vor einer Schleuse?<br><img src="q30_1.jpg"><br><br>A. Schleuse in Betrieb, auf Ausfahrtsignal gemäß Reihenfolge warten.<br>B. Einfahrt frei, Schleusentor öffnet.<br>C. Schleuse in Betrieb, auf Einfahrtsignal gemäß Reihenfolge warten.<br>D. Einfahrt frei, Gegenverkehr gesperrt.<br>	D. Einfahrt frei, Gegenverkehr gesperrt.
Frage 31 (Basis)<br>Welches Merkblatt enthält Hinweise für das Verhalten zum Schutz seltener Tiere und Pflanzen sowie zur Reinhaltung der Gewässer?<br><br>A. Die 10 Grundregeln für Wassersportler.<br>B. Die 15 Verhaltensregeln für Wassersportler.<br>C. Die 15 goldenen Regeln für Wassersportler.<br>D. Die 10 goldenen Regeln für Wassersportler.<br>	D. Die 10 goldenen Regeln für Wassersportler.
Frage 32 (Basis)<br>Wie kann mitgeholfen werden, die Lebensmöglichkeiten der Pflanzen- und Tierwelt in Gewässern und Feuchtgebieten zu bewahren und zu fördern?<br><br>A. Durch umweltbewusstes Verhalten und Beachtung der "Zehn goldenen Regeln für das Verhalten von Wassersportlern in der Natur".<br>B. Durch umweltbewusstes Verhalten und Beachtung der "Zehn Grundregeln für den Wassersport".<br>C. Durch umsichtiges Verhalten und Beachtung der Verkehrsvorschriften.<br>D. Durch vorausschauendes Fahren und Ausweichen entsprechend der Verkehrsvorschriften.<br>	A. Durch umweltbewusstes Verhalten und Beachtung der "Zehn goldenen Regeln für das Verhalten von Wassersportlern in der Natur".
Frage 33 (Basis)<br>Warum sollte man sich von Schilf- und Röhrichtzonen sowie von dicht bewachsenen Uferzonen möglichst weit fernhalten?<br><br>A. Weil durch die Pflanzen der Propeller blockiert werden könnte.<br>B. Weil in diesen Zonen badende Personen schwer zu erkennen sind.<br>C. Weil in diesen Zonen die Gefahr von Grundberührungen besteht.<br>D. Weil diese Zonen vielfach Rast- und Brutplätze besonders schutzwürdiger Vögel oder Fischlaichplätze sind.<br>	D. Weil diese Zonen vielfach Rast- und Brutplätze besonders schutzwürdiger Vögel oder Fischlaichplätze sind.
Frage 34 (Basis)<br>Warum soll ein kleines Fahrzeug nicht dicht an ein großes in Fahrt befindliches Fahrzeug heranfahren?<br><br>A. Dichtes Heranfahren ist ein Verstoß gegen die Grundregeln für das Verhalten im Verkehr.<br>B. Es kann durch dessen Bug- oder Heckwelle kentern oder durch den Sog mit dem Fahrzeug kollidieren.<br>C. Es kann durch dessen Bug- oder Heckwelle Seeschlag erleiden.<br>D. Da es dem großen in Fahrt befindlichen Fahrzeug sonst nicht ausweichen kann.<br>	B. Es kann durch dessen Bug- oder Heckwelle kentern oder durch den Sog mit dem Fahrzeug kollidieren.
Frage 35 (Basis)<br>Warum soll man möglichst gegen Strom und Wind anlegen?<br><br>A. Weil dies die Steuerwirkung der Schraube erhöht.<br>B. Weil sich das Fahrzeug dabei sicherer manövrieren lässt.<br>C. Weil dadurch Sog und Wellenschlag vermieden wird.<br>D. Weil dadurch Einflüsse von Wellen und Wassertiefe ausgeglichen werden.<br>	B. Weil sich das Fahrzeug dabei sicherer manövrieren lässt.
Frage 36 (Basis)<br>Wie verhält man sich beim Begegnen mit anderen Fahrzeugen in einem engen Fahrwasser?<br><br>A. Das gegen den Strom fahrende Fahrzeug ist ausweichpflichtig.<br>B. Geschwindigkeit herabsetzen und ausreichenden Passierabstand halten.<br>C. Geschwindigkeit erhöhen, um das Begegnungsmanöver zügig durchzuführen.<br>D. Das mit dem Strom fahrende Fahrzeug hat aufzustoppen.<br>	B. Geschwindigkeit herabsetzen und ausreichenden Passierabstand halten.
Frage 37 (Basis)<br>Welche Gefahren können entstehen, wenn ein kleines von einem größeren Fahrzeug überholt wird?<br><br>A. Das größere Fahrzeug kann durch Wellenbildung aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.<br>B. Das kleinere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.<br>C. Das kleinere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder kentern, in flachen Gewässern extrem versetzt werden.<br>D. Das größere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.<br>	B. Das kleinere Fahrzeug kann durch Stau, Sog oder Schwell aus dem Kurs laufen und kollidieren oder querschlagen, in flachen Gewässern auf Grund laufen.
Frage 38 (Basis)<br>Wo finden Sie Informationen über umweltfreundliche Farben, Lacke und Antifouling-Beschichtungen für Ihr Boot?<br><br>A. In der Sportbootführerscheinverordnung.<br>B. In der Sportbootvermietungsverordnung.<br>C. Beim Umweltbundesamt.<br>D. Beim Bundesministerium für Digitales und Verkehr.<br>	C. Beim Umweltbundesamt.
Frage 39 (Basis)<br>Woran kann man erkennen, ob der Anker hält?<br><br>A. Wenn Ankerkette oder -leine nicht vibrieren und sich der anliegende Magnetkompasskurs nicht verändert.<br>B. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und sich die Ankerpeilung ändert.<br>C. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und das Fahrzeug nicht schwojt.<br>D. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und sich die Ankerpeilung nicht ändert.<br>	D. Wenn beim Handauflegen auf die Ankerkette oder -leine kein Rucken zu verspüren ist und sich die Ankerpeilung nicht ändert.
Frage 40 (Basis)<br>Welches ist der günstigste Anlaufwinkel beim Anlegen?<br><br>A. Ein Winkel von 60° bis 70°.<br>B. Ein möglichst spitzer Winkel.<br>C. Ein möglichst stumpfer Winkel.<br>D. Ein Winkel von 90° bis 100°.<br>	B. Ein möglichst spitzer Winkel.
Frage 41 (Basis)<br>Wie verhält sich im Allgemeinen das Schiff im Rückwärtsgang bei einem rechtsdrehenden Propeller?<br><br>A. Das Heck dreht nach Steuerbord.<br>B. Das Heck dreht nach Backbord.<br>C. Der Kurs des Schiffes ändert sich nicht.<br>D. Der Bug dreht nach Backbord.<br>	B. Das Heck dreht nach Backbord.
Frage 42 (Basis)<br>Was bewirkt der Quickstopp?<br><br>A. Kurze Unterbrechung des Motorlaufs.<br>B. Automatische Schubumkehr.<br>C. Automatisches Anlassen des Motors.<br>D. Unterbrechung von Zündkontakt bzw. Kraftstoffzufuhr.<br>	D. Unterbrechung von Zündkontakt bzw. Kraftstoffzufuhr.
Frage 43 (Basis)<br>Was ist zu unternehmen, wenn Treibstoff oder Öl in die Bilge gelangt?<br><br>A. Gleichmäßig verteilen.<br>B. Mit Lappen aufnehmen und umweltgerecht entsorgen.<br>C. Mit entsprechendem Mittel neutralisieren.<br>D. Räume lüften und abwarten.<br>	B. Mit Lappen aufnehmen und umweltgerecht entsorgen.
Frage 44 (Basis)<br>Was ist unter einem rechtsdrehenden Propeller zu verstehen?<br><br>A. Von vorne gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.<br>B. Von vorne gesehen in Rückwärtsfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>C. Von achtern gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.<br>D. Von achtern gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>	C. Von achtern gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.
Frage 45 (Basis)<br>Was ist unter einem linksdrehenden Propeller zu verstehen?<br><br>A. Von achtern gesehen in Vorausfahrt Drehung des Propellers im Uhrzeigersinn.<br>B. Von vorne gesehen in Rückwärtsfahrt Drehung des Propellers im Uhrzeigersinn.<br>C. Von achtern gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>D. Von vorne gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.<br>	C. Von achtern gesehen in Vorausfahrt Drehung des Propellers gegen den Uhrzeigersinn.
Frage 46 (Basis)<br>Was ist unter der indirekten Ruderwirkung (Radeffekt) des Propellers zu verstehen?<br><br>A. Das Versetzen nach hinten.<br>B. Das seitliche Versetzen des Hecks.<br>C. Das Versetzen nach vorne.<br>D. Das seitliche Versetzen des Bugs.<br>	B. Das seitliche Versetzen des Hecks.
Frage 47 (Basis)<br>Weshalb ist die Kenntnis der Propellerdrehrichtung von Bedeutung?<br><br>A. Sie hilft beim Manövrieren.<br>B. Sie hilft beim Überholen.<br>C. Sie hilft beim Kurshalten.<br>D. Sie hilft beim Begegnen.<br>	A. Sie hilft beim Manövrieren.
Frage 48 (Basis)<br>Welche Anlegeseite ist mit rechtsdrehendem Propeller empfehlenswert und warum?<br><br>A. Es gibt keine empfehlenswerte Anlegeseite.<br>B. Die Backbordseite - der Radeffekt zieht das Fahrzeug an die Pier.<br>C. Die Steuerbordseite - der Radeffekt zieht das Fahrzeug an die Pier.<br>D. Die Steuerbord- oder Backbordseite je nach Ruderlage.<br>	B. Die Backbordseite - der Radeffekt zieht das Fahrzeug an die Pier.
Frage 49 (Basis)<br>Was muss beim Tanken beachtet werden?<br><br>A. Motor abstellen, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>B. Motor in Leerlaufstellung, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>C. Motor abstellen, Feuerlöscher bereithalten, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>D. Fenster schließen, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.<br>	A. Motor abstellen, keine elektrischen Schalter betätigen, Vorbereitung gegen das Überlaufen von Kraftstoff treffen, kein offenes Feuer.
Frage 50 (Basis)<br>Wodurch wird bei einem Fahrzeug mit Außenbordmotor und ohne Ruderanlage die Ruderwirkung erzielt?<br><br>A. Durch Schraubenstrom und Anstellwinkel des Propellers.<br>B. Durch den Schraubenwiderstand und Richtung des Propellers.<br>C. Durch Schraubenstrom und Richtung des Propellers.<br>D. Durch den Schraubenwiderstand und Anstellwinkel des Propellers.<br>	C. Durch Schraubenstrom und Richtung des Propellers.
Frage 51 (Basis)<br>Weshalb setzt bei einem Fahrzeug mit Einbaumaschine und starrer Welle bei Aufnahme der Rückwärtsfahrt die Ruderwirkung erst relativ spät ein?<br><br>A. Weil sich durch den Radeffekt ein Unterdruck am Propeller entwickelt.<br>B. Durch den Abstand von Propeller und Ruderblatt.<br>C. Weil sie erst mit Anströmung des Ruderblattes einsetzt.<br>D. Weil sich durch den Radeffekt ein Unterdruck am Ruder entwickelt.<br>	C. Weil sie erst mit Anströmung des Ruderblattes einsetzt.
Frage 52 (Basis)<br>Während der Fahrt sollte die Maschinenanlage ständig überwacht werden. Worauf muss besonders geachtet werden?<br><br>A. Schraubendrehzahl, Getriebeöltemperatur, Öldruck.<br>B. Kühlwasseraustritt, Drehzahlmesser, Keilriemenspannung.<br>C. Motortemperatur, Öldruck, Ladekontrolle.<br>D. Druck der Einspritzpumpe, Impellerpumpe, Ölpumpe.<br>	C. Motortemperatur, Öldruck, Ladekontrolle.
Frage 53 (Basis)<br>Die Temperatur der Antriebsmaschine überschreitet die zulässigen Grenzwerte. Was könnte die mögliche Ursache sein?<br><br>A. Defektes Thermostat, defekte Impellerpumpe, geschlossenes Seeventil, zu hohe Batteriespannung.<br>B. Defektes Thermostat, defekte Impellerpumpe, geschlossenes Seeventil, zu niedriger Kühlwasserstand.<br>C. Zu viel Motoröl, defekte Impellerpumpe, geschlossenes Seeventil, zu niedriger Kühlwasserstand.<br>D. Defektes Thermostat, defekte Kupplung, geschlossenes Seeventil, zu niedriger Kühlwasserstand.<br>	B. Defektes Thermostat, defekte Impellerpumpe, geschlossenes Seeventil, zu niedriger Kühlwasserstand.
Frage 54 (Basis)<br>Die Ladekontrolllampe erlischt nach dem Starten nicht. Was könnte die mögliche Ursache sein?<br><br>A. Zu hohe Motordrehzahl.<br>B. Anlasser ist nach dem Starten ausgefallen.<br>C. Lichtmaschine bzw. Regler der Lichtmaschine defekt.<br>D. Keilriemen gerissen und hoher Stromverbrauch.<br>	C. Lichtmaschine bzw. Regler der Lichtmaschine defekt.
Frage 55 (Basis)<br>Die Ölkontrollleuchte leuchtet nach dem Starten weiter. Was könnte die mögliche Ursache sein?<br><br>A. Druckschalter bzw. Öldruckpumpe defekt.<br>B. Zu hohe Motordrehzahl.<br>C. Zu viel Motoröl im Motor.<br>D. FI-Schalter defekt.<br>	A. Druckschalter bzw. Öldruckpumpe defekt.
Frage 56 (Basis)<br>Der Motor ist gestartet worden. Was kann die Ursache sein, wenn nach dem Einkuppeln der Antriebswelle der Motor stehenbleibt?<br><br>A. Verschmutzter Ölfilter.<br>B. Verschmutzter Luftfilter.<br>C. Blockierter Propeller.<br>D. Blockierte Kraftstoffzufuhr.<br>	C. Blockierter Propeller.
Frage 57 (Basis)<br>Ein Außenborder mit gefülltem Tank bleibt während der Fahrt stehen. Was könnten die Ursachen sein?<br><br>A. Schraube an der Welle lose.<br>B. Ansaugdüsen zu groß bzw. zu klein.<br>C. Tankdeckel ist offen.<br>D. Belüftungsschraube geschlossen; verstopfte Kraftstoffleitung.<br>	D. Belüftungsschraube geschlossen; verstopfte Kraftstoffleitung.
Frage 58 (Basis)<br>Welche Veröffentlichungen enthalten wichtige Regeln und Tipps für Wassersportler, Empfehlungen zur Ausrüstung von Sportbooten sowie Hinweise zu umweltgerechtem Verhalten auf dem Wasser?<br><br>A. Verordnung über die Sicherung der Seefahrt und nautische Publikationen wie „Sicher auf See".<br>B. Nautische Publikation wie „Sicherheit auf dem Wasser“ und Internationales Signalbuch.<br>C. Internationales Signalbuch und Verordnung über die Sicherung der Seefahrt.<br>D. Nautische Publikationen wie „Sicherheit auf dem Wasser“ und „Sicher auf See".<br>	D. Nautische Publikationen wie „Sicherheit auf dem Wasser“ und „Sicher auf See".
